,0,1,2,3,4,5
3687,3696,2352,3920,2576,0.102,1072
3688,3808,1232,4032,1456,0.104,1072
3689,4256,2576,4480,2800,0.101,1072
3690,4368,1344,4592,1568,0.104,1072
3691,4368,2240,4592,2464,0.103,1072
3692,112,2800,336,3024,0.104,1073
3693,112,3136,336,3360,0.101,1073
3694,224,2576,448,2800,0.101,1073
3695,336,672,560,896,0.102,1073
3696,336,1456,560,1680,0.101,1073
3697,448,0,672,224,0.105,1073
3698,448,560,672,784,0.102,1073
3699,448,896,672,1120,0.102,1073
3700,448,2016,672,2240,0.102,1073
3701,448,2240,672,2464,0.103,1073
3702,560,112,784,336,0.102,1073
3703,672,1904,896,2128,0.103,1073
3704,672,2688,896,2912,0.105,1073
3705,672,3024,896,3248,0.102,1073
3706,784,336,1008,560,0.105,1073
3707,896,672,1120,896,0.101,1073
3708,896,1904,1120,2128,0.104,1073
3709,1120,448,1232,672,0.10250000000000001,1073
3710,1008,1568,1232,1792,0.101,1073
3711,1232,448,1344,672,0.1035,1073
3712,1120,896,1344,1120,0.103,1073
3713,1232,0,1456,224,0.102,1073
3714,1344,2128,1568,2352,0.101,1073
3715,1456,1008,1680,1232,0.104,1073
3716,1456,2912,1680,3136,0.101,1073
3717,1680,1792,1904,2016,0.104,1073
3718,1680,2576,1904,2800,0.103,1073
3719,2016,224,2240,448,0.102,1073
3720,2128,2128,2352,2352,0.101,1073
3721,2240,1344,2464,1568,0.101,1073
3722,2240,1568,2464,1792,0.103,1073
3723,2240,2016,2464,2240,0.101,1073
3724,2464,112,2688,336,0.105,1073
3725,2464,448,2688,672,0.103,1073
3726,2576,1232,2800,1456,0.101,1073
3727,2576,2688,2800,2912,0.105,1073
3728,2688,2352,2912,2576,0.104,1073
3729,2912,672,3024,896,0.104,1073
3730,3024,112,3136,336,0.1045,1073
3731,2912,896,3136,1120,0.102,1073
3732,3136,1120,3360,1344,0.105,1073
3733,3136,2240,3360,2464,0.105,1073
3734,3248,224,3472,448,0.104,1073
3735,3472,784,3696,1008,0.104,1073
3736,3472,1232,3696,1456,0.103,1073
3737,3472,1568,3696,1792,0.102,1073
3738,3472,2352,3696,2576,0.102,1073
3739,3584,112,3808,336,0.103,1073
3740,3584,2912,3808,3136,0.105,1073
3741,3696,448,3920,672,0.102,1073
3742,3808,0,4032,224,0.102,1073
3743,3808,336,4032,560,0.105,1073
3744,3808,1456,4032,1680,0.104,1073
3745,3808,2576,4032,2800,0.103,1073
3746,3920,112,4144,336,0.105,1073
3747,3920,1344,4144,1568,0.103,1073
3748,3920,2016,4144,2240,0.103,1073
3749,3920,2352,4144,2576,0.105,1073
3750,3920,2688,4144,2912,0.105,1073
3751,3920,3136,4144,3360,0.103,1073
3752,4032,448,4256,672,0.103,1073
3753,4032,672,4256,896,0.101,1073
3754,4256,336,4480,560,0.101,1073
3755,4256,3136,4480,3360,0.105,1073
3756,4368,112,4592,336,0.105,1073
3757,4368,1120,4592,1344,0.104,1073
3758,4368,1904,4592,2128,0.102,1073
3759,4368,2464,4592,2688,0.104,1073
3760,0,112,224,336,0.101,1074
3761,112,1120,336,1344,0.103,1074
3762,336,3136,560,3360,0.101,1074
3763,448,336,672,560,0.101,1074
3764,448,1008,672,1232,0.103,1074
3765,672,0,896,224,0.101,1074
3766,672,2912,896,3136,0.104,1074
3767,896,112,1120,336,0.104,1074
3768,1008,336,1120,560,0.1015,1074
3769,896,1792,1120,2016,0.104,1074
3770,1008,1120,1232,1344,0.101,1074
3771,1008,1456,1232,1680,0.103,1074
3772,1232,2464,1456,2688,0.105,1074
3773,1568,896,1792,1120,0.105,1074
3774,1568,1568,1792,1792,0.103,1074
3775,1680,2352,1792,2576,0.104,1074
3776,1568,2576,1792,2800,0.104,1074
3777,1680,1456,1904,1680,0.102,1074
3778,1792,2240,2016,2464,0.105,1074
3779,1792,2912,2016,3136,0.102,1074
3780,1904,560,2128,784,0.103,1074
3781,1904,1344,2128,1568,0.101,1074
3782,2016,1008,2240,1232,0.102,1074
3783,2016,1568,2240,1792,0.102,1074
3784,2128,112,2352,336,0.101,1074
3785,2240,2688,2464,2912,0.103,1074
3786,2464,2016,2688,2240,0.105,1074
3787,2464,3136,2688,3360,0.105,1074
3788,2688,672,2800,896,0.1035,1074
3789,2576,2464,2800,2688,0.101,1074
3790,2688,1232,2912,1456,0.105,1074
3791,2800,1344,3024,1568,0.101,1074
3792,3024,224,3248,448,0.104,1074
3793,3024,1120,3248,1344,0.101,1074
3794,3024,1792,3248,2016,0.101,1074
3795,3024,2016,3248,2240,0.105,1074
3796,3024,2576,3248,2800,0.103,1074
3797,3136,896,3360,1120,0.102,1074
3798,3584,2240,3808,2464,0.102,1074
3799,3584,2800,3808,3024,0.102,1074
3800,3584,3024,3808,3248,0.103,1074
3801,3696,1344,3920,1568,0.103,1074
3802,3920,2016,4144,2240,0.105,1074
3803,4144,224,4368,448,0.105,1074
3804,4144,560,4368,784,0.104,1074
3805,4144,1344,4368,1568,0.101,1074
3806,4256,1568,4368,1792,0.1015,1074
3807,0,3024,224,3248,0.102,1075
3808,112,2240,336,2464,0.105,1075
3809,224,2800,448,3024,0.105,1075
3810,336,896,560,1120,0.102,1075
3811,448,1344,560,1568,0.104,1075
3812,336,2688,560,2912,0.101,1075
3813,448,1120,672,1344,0.102,1075
3814,672,2128,784,2352,0.1025,1075
3815,784,1120,1008,1344,0.102,1075
3816,784,3024,1008,3248,0.101,1075
3817,1120,224,1344,448,0.102,1075
3818,1232,1680,1456,1904,0.105,1075
3819,1344,1008,1568,1232,0.102,1075
3820,1344,2688,1568,2912,0.105,1075
3821,1456,224,1680,448,0.105,1075
3822,1680,560,1792,784,0.1025,1075
3823,1792,560,1904,784,0.104,1075
3824,1680,1568,1904,1792,0.101,1075
3825,1792,2912,2016,3136,0.102,1075
3826,1904,2240,2128,2464,0.105,1075
3827,2016,1120,2240,1232,0.1035,1075
3828,2016,1232,2240,1344,0.104,1075
3829,2016,2128,2240,2352,0.101,1075
3830,2016,3136,2240,3360,0.103,1075
3831,2128,2016,2352,2240,0.105,1075
3832,2128,2688,2352,2912,0.101,1075
3833,2240,1232,2464,1456,0.102,1075
3834,2240,1904,2464,2128,0.105,1075
3835,2352,112,2576,336,0.102,1075
3836,2352,2688,2576,2912,0.105,1075
3837,2464,1680,2688,1904,0.102,1075
3838,2688,2800,2912,2912,0.1035,1075
3839,2800,112,3024,336,0.103,1075
3840,2912,784,3024,1008,0.104,1075
3841,2912,2464,3136,2688,0.101,1075
3842,3248,1344,3472,1456,0.104,1075
3843,3360,1680,3584,1904,0.105,1075
3844,3584,1344,3808,1568,0.101,1075
3845,3696,224,3920,448,0.101,1075
3846,3696,2800,3920,3024,0.103,1075
3847,3808,2464,4032,2688,0.105,1075
3848,3808,3024,4032,3248,0.103,1075
3849,3920,224,4144,448,0.103,1075
3850,4256,448,4480,672,0.104,1075
3851,4256,2128,4480,2240,0.1045,1075
3852,4368,2352,4592,2576,0.104,1075
3853,0,2352,224,2576,0.103,1076
3854,112,224,336,448,0.105,1076
3855,112,672,336,896,0.102,1076
3856,112,3136,336,3360,0.101,1076
3857,224,2240,448,2464,0.103,1076
3858,336,336,560,560,0.104,1076
3859,336,1456,560,1568,0.1025,1076
3860,448,672,672,896,0.105,1076
3861,560,2464,784,2688,0.102,1076
3862,560,2912,784,3136,0.103,1076
3863,672,1904,896,2128,0.105,1076
3864,784,1120,1008,1344,0.105,1076
3865,784,2912,1008,3024,0.104,1076
3866,896,112,1120,336,0.102,1076
3867,1008,896,1232,1120,0.102,1076
3868,1120,224,1344,448,0.105,1076
3869,1232,672,1456,896,0.104,1076
3870,1232,1232,1456,1456,0.104,1076
3871,1232,2688,1456,2912,0.103,1076
3872,1344,3024,1568,3248,0.101,1076
3873,1456,784,1680,1008,0.104,1076
3874,1568,1792,1792,2016,0.105,1076
3875,1680,224,1904,448,0.101,1076
3876,1680,1344,1904,1456,0.10300000000000001,1076
3877,1680,2240,1904,2464,0.104,1076
3878,1792,896,2016,1120,0.104,1076
3879,1792,2464,2016,2688,0.105,1076
3880,1904,224,2128,448,0.103,1076
3881,1904,672,2128,896,0.104,1076
3882,1904,2128,2128,2352,0.105,1076
3883,2016,1232,2240,1456,0.101,1076
3884,2016,1456,2240,1680,0.105,1076
3885,2128,112,2352,336,0.101,1076
3886,2128,672,2352,896,0.104,1076
3887,2128,2240,2352,2464,0.105,1076
3888,2240,784,2464,1008,0.103,1076
3889,2240,1232,2464,1456,0.103,1076
3890,2240,1568,2464,1792,0.104,1076
3891,2352,672,2576,896,0.103,1076
3892,2352,1456,2576,1680,0.103,1076
3893,2576,896,2688,1120,0.10200000000000001,1076
3894,2464,2912,2688,3136,0.103,1076
3895,2464,3136,2688,3360,0.102,1076
3896,2576,1120,2800,1344,0.101,1076
3897,2912,2576,3024,2800,0.103,1076
3898,2912,1344,3136,1568,0.104,1076
3899,2912,1792,3136,2016,0.105,1076
3900,3024,2576,3136,2800,0.102,1076
3901,3024,112,3248,336,0.101,1076
3902,3248,1792,3472,2016,0.104,1076
3903,3248,2128,3472,2352,0.105,1076
3904,3248,2688,3472,2912,0.102,1076
3905,3360,336,3584,448,0.104,1076
3906,3360,2464,3584,2688,0.102,1076
3907,3584,336,3808,560,0.103,1076
3908,3584,2016,3808,2240,0.101,1076
3909,3584,2352,3808,2576,0.102,1076
3910,3584,2912,3808,3136,0.101,1076
3911,3808,1120,3920,1344,0.103,1076
3912,3808,224,4032,448,0.104,1076
3913,4032,2464,4144,2688,0.1045,1076
3914,4144,448,4368,672,0.104,1076
3915,4144,2240,4368,2464,0.102,1076
3916,4144,2800,4368,3024,0.103,1076
3917,4256,1456,4480,1680,0.103,1076
3918,4368,672,4592,896,0.103,1076
3919,4368,2912,4592,3136,0.101,1076
3920,0,224,224,448,0.101,1077
3921,0,560,224,784,0.103,1077
3922,0,1680,224,1904,0.105,1077
3923,0,2240,224,2464,0.104,1077
3924,112,2352,336,2576,0.102,1077
3925,112,2800,336,3024,0.102,1077
3926,224,112,448,336,0.104,1077
3927,336,896,560,1120,0.101,1077
3928,336,3136,560,3248,0.103,1077
3929,336,3248,560,3360,0.103,1077
3930,448,784,672,1008,0.102,1077
3931,448,2352,672,2576,0.104,1077
3932,672,1568,896,1792,0.104,1077
3933,672,2240,896,2464,0.101,1077
3934,784,2688,896,2912,0.104,1077
3935,672,3024,896,3248,0.101,1077
3936,784,1904,1008,2128,0.103,1077
3937,896,672,1120,896,0.104,1077
3938,896,1568,1120,1792,0.103,1077
3939,1008,112,1232,336,0.102,1077
3940,1120,3136,1344,3360,0.101,1077
3941,1232,1232,1456,1456,0.101,1077
3942,1344,2128,1568,2352,0.104,1077
3943,1456,336,1680,560,0.102,1077
3944,1456,2016,1680,2240,0.102,1077
3945,1568,560,1792,784,0.105,1077
3946,1680,224,1904,448,0.102,1077
3947,1680,2688,1904,2912,0.105,1077
3948,1792,1232,2016,1456,0.104,1077
3949,1792,2576,2016,2800,0.103,1077
3950,2016,784,2240,1008,0.101,1077
3951,2016,2352,2240,2576,0.105,1077
3952,2128,672,2352,896,0.104,1077
3953,2240,2576,2464,2800,0.102,1077
3954,2352,1792,2576,2016,0.102,1077
3955,2464,1680,2688,1792,0.101,1077
3956,2464,2464,2688,2688,0.102,1077
3957,2464,2688,2688,2912,0.103,1077
3958,2688,2464,2912,2688,0.105,1077
3959,2800,2352,3024,2576,0.101,1077
3960,2912,2240,3136,2464,0.103,1077
3961,2912,3136,3136,3360,0.103,1077
3962,3024,2576,3248,2800,0.104,1077
3963,3136,672,3360,896,0.105,1077
3964,3136,2240,3360,2464,0.105,1077
3965,3248,3024,3472,3248,0.105,1077
3966,3360,2128,3584,2352,0.102,1077
3967,3360,3136,3584,3360,0.103,1077
3968,3472,224,3696,448,0.102,1077
3969,3584,2128,3808,2240,0.1015,1077
3970,3584,2688,3808,2912,0.101,1077
3971,3696,1008,3920,1232,0.101,1077
3972,3696,1680,3920,1904,0.104,1077
3973,3808,224,4032,448,0.102,1077
3974,3808,896,4032,1120,0.104,1077
3975,3808,1792,4032,2016,0.101,1077
3976,3808,2128,4032,2352,0.102,1077
3977,3920,1456,4144,1680,0.102,1077
3978,4032,0,4256,224,0.105,1077
3979,4032,2464,4256,2688,0.104,1077
3980,4144,112,4368,336,0.105,1077
3981,4144,784,4368,1008,0.102,1077
3982,4256,448,4480,672,0.104,1077
3983,4368,224,4592,448,0.104,1077
3984,4368,896,4592,1120,0.104,1077
3985,4368,1568,4592,1792,0.101,1077
3986,4368,2128,4592,2352,0.101,1077
3987,0,2800,224,3024,0.102,1078
3988,112,336,336,560,0.105,1078
3989,112,2352,336,2464,0.10300000000000001,1078
3990,224,448,448,672,0.103,1078
3991,224,2688,448,2800,0.10300000000000001,1078
3992,448,784,672,1008,0.103,1078
3993,448,1792,672,2016,0.101,1078
3994,672,1792,896,2016,0.105,1078
3995,672,2912,896,3136,0.105,1078
3996,784,2240,1008,2464,0.103,1078
3997,896,1120,1120,1344,0.103,1078
3998,1008,448,1232,672,0.105,1078
3999,1120,784,1344,1008,0.101,1078
4000,1120,1456,1344,1680,0.105,1078
4001,1120,3024,1344,3248,0.102,1078
4002,1456,1456,1680,1680,0.105,1078
4003,1456,2688,1680,2912,0.102,1078
4004,1568,784,1792,1008,0.105,1078
4005,1680,224,1904,448,0.101,1078
4006,2128,1008,2352,1232,0.103,1078
4007,2128,2240,2352,2464,0.103,1078
4008,2240,112,2464,336,0.104,1078
4009,2240,448,2464,672,0.105,1078
4010,2240,1904,2464,2128,0.105,1078
4011,2352,896,2576,1120,0.105,1078
4012,2464,1344,2688,1568,0.101,1078
4013,2464,1680,2688,1904,0.102,1078
4014,2576,560,2800,784,0.103,1078
4015,2688,1120,2800,1344,0.10300000000000001,1078
4016,2800,560,3024,784,0.102,1078
4017,2800,1232,3024,1456,0.103,1078
4018,3024,112,3248,336,0.102,1078
4019,3136,896,3360,1120,0.105,1078
4020,3472,1008,3584,1232,0.103,1078
4021,3360,2240,3584,2464,0.102,1078
4022,3472,224,3696,448,0.104,1078
4023,3472,784,3696,1008,0.105,1078
4024,3584,3136,3808,3360,0.101,1078
4025,3696,2800,3920,3024,0.102,1078
4026,3808,1232,4032,1456,0.101,1078
4027,3808,2128,4032,2352,0.102,1078
4028,3920,448,4144,672,0.102,1078
4029,3920,1456,4144,1680,0.103,1078
4030,3920,1904,4144,2128,0.101,1078
4031,4144,2800,4256,3024,0.1025,1078
4032,4144,1792,4368,2016,0.102,1078
4033,4368,3136,4592,3360,0.105,1078
4034,0,0,224,224,0.103,1080
4035,224,1456,448,1680,0.101,1080
4036,336,1792,560,2016,0.105,1080
4037,336,2576,560,2800,0.104,1080
4038,672,1008,784,1232,0.102,1080
4039,560,2016,784,2240,0.101,1080
4040,672,112,896,336,0.102,1080
4041,784,336,1008,560,0.104,1080
4042,784,784,1008,896,0.10250000000000001,1080
4043,784,2464,1008,2688,0.101,1080
4044,1008,2128,1232,2352,0.101,1080
4045,1008,3136,1232,3360,0.105,1080
4046,1120,2240,1344,2464,0.105,1080
4047,1120,2800,1344,2912,0.10200000000000001,1080
4048,1232,1120,1456,1344,0.103,1080
4049,1344,672,1568,896,0.105,1080
4050,1344,2464,1568,2688,0.105,1080
4051,1456,3136,1680,3360,0.103,1080
4052,1680,560,1904,784,0.102,1080
4053,1792,112,2016,224,0.1035,1080
4054,1792,2464,2016,2688,0.104,1080
4055,1792,2800,2016,3024,0.102,1080
4056,1904,2128,2128,2352,0.105,1080
4057,1904,2576,2128,2800,0.102,1080
4058,2128,1120,2352,1344,0.102,1080
4059,2128,1568,2352,1792,0.105,1080
4060,2128,2912,2352,3136,0.104,1080
4061,2240,2688,2464,2912,0.104,1080
4062,2464,560,2688,784,0.103,1080
4063,2576,1344,2800,1568,0.105,1080
4064,2576,2464,2800,2688,0.105,1080
4065,2688,2800,2912,3024,0.102,1080
4066,3024,2016,3248,2240,0.101,1080
4067,3024,2464,3248,2688,0.103,1080
4068,3136,2352,3360,2576,0.102,1080
4069,3248,1792,3472,2016,0.103,1080
4070,3248,2128,3472,2352,0.101,1080
4071,3472,560,3696,784,0.102,1080
4072,3472,2800,3696,3024,0.101,1080
4073,3584,448,3808,672,0.101,1080
4074,3584,1792,3808,2016,0.102,1080
4075,3696,3024,3920,3248,0.105,1080
4076,3808,1232,4032,1456,0.101,1080
4077,3920,3136,4144,3360,0.105,1080
4078,4144,1904,4256,2128,0.1025,1080
4079,4144,336,4368,560,0.103,1080
4080,4256,1456,4480,1680,0.102,1080
4081,4368,896,4592,1008,0.10300000000000001,1080
4082,4368,1344,4592,1568,0.105,1080
4083,0,112,224,336,0.102,1081
4084,112,0,336,224,0.105,1081
4085,224,896,448,1120,0.101,1081
4086,336,2688,448,2912,0.10200000000000001,1081
4087,224,3136,448,3360,0.103,1081
4088,336,224,560,448,0.105,1081
4089,336,1792,560,2016,0.104,1081
4090,560,560,672,784,0.103,1081
4091,448,896,672,1120,0.101,1081
4092,560,2800,784,3024,0.105,1081
4093,672,336,896,560,0.104,1081
4094,672,2016,896,2240,0.101,1081
4095,896,560,1120,784,0.105,1081
4096,896,2128,1120,2352,0.105,1081
4097,1120,2464,1344,2688,0.104,1081
4098,1232,2352,1456,2576,0.101,1081
4099,1344,2576,1568,2800,0.103,1081
4100,1456,672,1680,896,0.102,1081
4101,1456,1456,1680,1680,0.102,1081
4102,1568,2464,1680,2688,0.1045,1081
4103,1568,2240,1792,2464,0.101,1081
4104,1680,2016,1904,2240,0.101,1081
4105,1792,896,2016,1120,0.103,1081
4106,1792,1680,2016,1904,0.103,1081
4107,1792,2240,2016,2464,0.101,1081
4108,1904,2688,2128,2912,0.104,1081
4109,2016,1232,2240,1456,0.103,1081
4110,2016,1568,2240,1792,0.103,1081
4111,2240,896,2464,1120,0.105,1081
4112,2240,3024,2464,3248,0.103,1081
4113,2352,112,2576,336,0.101,1081
4114,2464,784,2688,1008,0.101,1081
4115,2576,1680,2688,1904,0.10200000000000001,1081
4116,2800,2128,3024,2352,0.105,1081
4117,2912,448,3136,672,0.102,1081
4118,2912,1120,3136,1344,0.102,1081
4119,2912,2912,3136,3136,0.104,1081
4120,3024,560,3248,784,0.103,1081
4121,3136,448,3360,672,0.105,1081
4122,3136,1120,3360,1344,0.104,1081
4123,3584,2576,3696,2800,0.10250000000000001,1081
4124,3584,2912,3808,3136,0.102,1081
4125,3696,560,3920,784,0.103,1081
4126,3808,336,4032,560,0.105,1081
4127,3808,1792,4032,2016,0.101,1081
4128,4032,1456,4144,1680,0.103,1081
4129,4032,0,4256,224,0.103,1081
4130,4144,112,4368,336,0.101,1081
4131,4144,336,4368,560,0.105,1081
4132,4144,560,4368,784,0.103,1081
4133,4144,1232,4368,1456,0.103,1081
4134,4144,1792,4368,2016,0.102,1081
4135,4368,0,4592,224,0.101,1081
4136,4368,1008,4592,1232,0.105,1081
4137,4368,2464,4592,2688,0.102,1081
4138,0,896,224,1120,0.102,1082
4139,0,1680,224,1904,0.102,1082
4140,0,2576,224,2800,0.103,1082
4141,224,560,448,784,0.105,1082
4142,224,784,448,1008,0.104,1082
4143,224,2352,448,2576,0.105,1082
4144,448,784,672,1008,0.102,1082
4145,448,1344,672,1568,0.102,1082
4146,448,2576,672,2800,0.103,1082
4147,672,2240,896,2464,0.105,1082
4148,672,2464,896,2688,0.102,1082
4149,896,0,1120,224,0.102,1082
4150,896,3136,1120,3360,0.103,1082
4151,1008,560,1232,784,0.102,1082
4152,1008,1232,1232,1456,0.102,1082
4153,1008,1568,1232,1680,0.1025,1082
4154,1120,1344,1344,1568,0.105,1082
4155,1232,3024,1456,3248,0.101,1082
4156,1344,1568,1568,1680,0.1045,1082
4157,1344,2240,1568,2464,0.103,1082
4158,1456,1232,1680,1456,0.103,1082
4159,1456,2912,1680,3136,0.105,1082
4160,1568,336,1792,560,0.103,1082
4161,1568,672,1792,896,0.103,1082
4162,1568,2688,1792,2912,0.105,1082
4163,1680,1792,1904,2016,0.105,1082
4164,1792,2800,1904,3024,0.103,1082
4165,1792,336,2016,560,0.105,1082
4166,1792,2576,2016,2800,0.105,1082
4167,2016,2016,2128,2240,0.104,1082
4168,2128,784,2352,1008,0.101,1082
4169,2128,1456,2352,1568,0.10300000000000001,1082
4170,2240,0,2464,224,0.105,1082
4171,2240,224,2464,448,0.102,1082
4172,2352,336,2576,560,0.101,1082
4173,2352,784,2576,1008,0.102,1082
4174,2464,2128,2688,2352,0.105,1082
4175,2464,2576,2688,2800,0.104,1082
4176,2576,1904,2800,2016,0.1025,1082
4177,2688,672,2912,896,0.105,1082
4178,2688,896,2912,1120,0.105,1082
4179,2688,1232,2912,1456,0.103,1082
4180,2912,336,3136,560,0.101,1082
4181,2912,672,3136,896,0.105,1082
4182,3024,1568,3136,1792,0.105,1082
4183,2912,2128,3136,2352,0.103,1082
4184,3024,1344,3248,1568,0.103,1082
4185,3024,2352,3248,2576,0.104,1082
4186,3024,2688,3248,2912,0.102,1082
4187,3136,2240,3360,2464,0.104,1082
4188,3360,1456,3584,1680,0.102,1082
4189,3472,1120,3696,1344,0.102,1082
4190,3472,3136,3696,3360,0.102,1082
4191,3696,1344,3920,1568,0.105,1082
4192,3808,448,4032,672,0.103,1082
4193,3808,2128,4032,2352,0.104,1082
4194,3808,3136,4032,3360,0.104,1082
4195,3920,1232,4144,1456,0.101,1082
4196,4032,448,4256,672,0.101,1082
4197,4144,1904,4368,2016,0.10200000000000001,1082
4198,4368,1232,4592,1456,0.104,1082
4199,4368,1680,4592,1904,0.103,1082
4200,4368,2128,4592,2352,0.103,1082
4201,0,1120,224,1344,0.101,1083
4202,0,2576,224,2800,0.105,1083
4203,224,112,448,336,0.104,1083
4204,224,2800,448,3024,0.103,1083
4205,672,896,896,1120,0.102,1083
4206,784,1792,1008,2016,0.105,1083
4207,784,2688,1008,2912,0.105,1083
4208,896,336,1120,448,0.1035,1083
4209,896,896,1120,1120,0.101,1083
4210,896,1680,1120,1904,0.105,1083
4211,1008,672,1232,896,0.104,1083
4212,1008,1344,1232,1568,0.103,1083
4213,1120,112,1344,336,0.104,1083
4214,1120,3024,1344,3248,0.101,1083
4215,1232,336,1456,560,0.102,1083
4216,1232,2576,1456,2800,0.105,1083
4217,1344,224,1568,448,0.103,1083
4218,1456,1456,1568,1680,0.1035,1083
4219,1344,3024,1568,3248,0.104,1083
4220,1456,2240,1680,2464,0.105,1083
4221,1568,448,1792,672,0.103,1083
4222,1680,0,1904,224,0.104,1083
4223,1680,1120,1904,1344,0.105,1083
4224,1680,1344,1904,1568,0.104,1083
4225,1680,1680,1904,1904,0.102,1083
4226,1792,448,2016,672,0.101,1083
4227,1904,560,2128,784,0.105,1083
4228,1904,1120,2128,1344,0.103,1083
4229,1904,2352,2128,2576,0.101,1083
4230,1904,3024,2128,3248,0.102,1083
4231,2128,896,2352,1120,0.104,1083
4232,2128,2016,2352,2240,0.102,1083
4233,2128,2576,2352,2800,0.105,1083
4234,2240,112,2464,336,0.103,1083
4235,2352,224,2576,448,0.102,1083
4236,2464,672,2688,896,0.102,1083
4237,2576,1680,2800,1904,0.102,1083
4238,2688,224,2912,448,0.104,1083
4239,2688,1792,2912,2016,0.101,1083
4240,2688,2576,2912,2800,0.101,1083
4241,2800,1568,3024,1792,0.101,1083
4242,2912,336,3136,560,0.105,1083
4243,2912,896,3136,1120,0.101,1083
4244,3136,560,3360,784,0.105,1083
4245,3136,2688,3360,2912,0.104,1083
4246,3472,1456,3696,1680,0.103,1083
4247,3584,1232,3808,1456,0.105,1083
4248,3584,2464,3808,2688,0.105,1083
4249,3696,1008,3920,1232,0.103,1083
4250,3808,1232,4032,1456,0.101,1083
4251,3808,1904,4032,2128,0.104,1083
4252,3920,0,4144,224,0.103,1083
4253,3920,896,4144,1120,0.101,1083
4254,3920,1120,4144,1344,0.103,1083
4255,4032,1792,4144,2016,0.104,1083
4256,3920,2352,4144,2576,0.104,1083
4257,4032,1344,4256,1568,0.102,1083
4258,4256,224,4480,448,0.102,1083
4259,4256,2464,4480,2576,0.104,1083
4260,0,1232,224,1456,0.105,1084
4261,0,1792,224,1904,0.103,1084
4262,112,3136,336,3360,0.104,1084
4263,336,2352,560,2576,0.103,1084
4264,448,1232,672,1456,0.104,1084
4265,560,336,784,560,0.105,1084
4266,560,1456,784,1680,0.102,1084
4267,672,0,896,224,0.104,1084
4268,784,2464,896,2688,0.10250000000000001,1084
4269,784,1120,1008,1344,0.105,1084
4270,896,2240,1120,2464,0.102,1084
4271,1120,2688,1344,2800,0.105,1084
4272,1232,2240,1456,2464,0.105,1084
4273,1456,2688,1680,2912,0.103,1084
4274,1680,336,1904,560,0.103,1084
4275,1680,1008,1904,1232,0.104,1084
4276,1680,1456,1904,1680,0.104,1084
4277,1792,672,2016,896,0.105,1084
4278,1904,1232,2128,1456,0.102,1084
4279,1904,2576,2128,2800,0.104,1084
4280,2016,1120,2240,1344,0.103,1084
4281,2016,2240,2240,2464,0.101,1084
4282,2016,2464,2240,2688,0.105,1084
4283,2128,560,2352,784,0.105,1084
4284,2128,896,2352,1120,0.104,1084
4285,2128,3136,2352,3360,0.105,1084
4286,2240,3024,2464,3248,0.101,1084
4287,2352,0,2576,224,0.101,1084
4288,2688,2800,2912,3024,0.103,1084
4289,2800,560,3024,784,0.101,1084
4290,2800,1344,3024,1568,0.104,1084
4291,3024,1904,3248,2128,0.103,1084
4292,3024,2464,3248,2688,0.101,1084
4293,3136,1680,3360,1904,0.101,1084
4294,3136,2800,3360,3024,0.102,1084
4295,3248,560,3472,784,0.103,1084
4296,3248,1232,3472,1456,0.103,1084
4297,3472,2016,3696,2240,0.101,1084
4298,3472,2912,3696,3136,0.105,1084
4299,3584,1008,3808,1232,0.103,1084
4300,3808,2240,4032,2464,0.102,1084
4301,3808,2800,4032,2912,0.1025,1084
4302,4032,1232,4256,1456,0.101,1084
4303,4256,1344,4480,1568,0.104,1084
4304,4368,2464,4592,2688,0.104,1084
4305,0,2464,224,2688,0.102,1085
4306,0,2912,224,3136,0.101,1085
4307,112,2576,336,2800,0.103,1085
4308,224,2912,448,3136,0.105,1085
4309,224,3136,448,3360,0.103,1085
4310,448,2016,672,2240,0.102,1085
4311,560,1680,784,1904,0.104,1085
4312,672,1008,896,1232,0.103,1085
4313,672,1232,896,1456,0.101,1085
4314,784,1680,1008,1904,0.102,1085
4315,1008,1568,1232,1792,0.101,1085
4316,1008,1904,1232,2128,0.102,1085
4317,1008,2800,1232,3024,0.105,1085
4318,1120,1008,1344,1232,0.103,1085
4319,1232,2912,1456,3136,0.102,1085
4320,1344,1344,1568,1568,0.105,1085
4321,1456,560,1680,784,0.104,1085
4322,1568,0,1792,224,0.105,1085
4323,1568,2240,1792,2464,0.105,1085
4324,1680,672,1904,896,0.103,1085
4325,1904,224,2016,448,0.1035,1085
4326,1792,1120,2016,1344,0.103,1085
4327,1792,1568,2016,1792,0.102,1085
4328,1792,2128,2016,2352,0.103,1085
4329,1904,784,2128,1008,0.103,1085
4330,1904,1792,2128,2016,0.103,1085
4331,2016,672,2240,896,0.103,1085
4332,2016,2800,2240,3024,0.105,1085
4333,2240,672,2464,784,0.1045,1085
4334,2352,448,2576,560,0.10250000000000001,1085
4335,2352,1008,2576,1232,0.101,1085
4336,2352,2576,2576,2688,0.104,1085
4337,2464,1232,2688,1456,0.101,1085
4338,2576,448,2800,672,0.105,1085
4339,2576,2688,2800,2912,0.104,1085
4340,2688,1008,2912,1232,0.101,1085
4341,2800,112,3024,336,0.101,1085
4342,2800,1232,3024,1456,0.104,1085
4343,2912,448,3136,672,0.104,1085
4344,3024,2912,3248,3136,0.103,1085
4345,3248,224,3472,448,0.102,1085
4346,3248,448,3472,672,0.101,1085
